index,comid,latitude,longitude,river,loc0,loc1,loc2,alert
887,9026950,-1.06278,-77.54681,,Napo,NAPO,TENA,R0
888,9026951,-1.04117,-76.61759,Rio Conona,Orellana,ORELLANA,ORELLANA,R0
889,9026956,-1.05127,-75.59437,,Orellana,ORELLANA,AGUARICO,R0
890,9026967,-1.06211,-78.54912,Rio Yanaya,Cotopaxi y,TUNGURAHUA,SANTIAGO DOMINGO,R0
891,9026971,-1.06952,-78.59091,Rio Cutuch,Cotopaxi,COTOPAXI,SALCEDO,R0
892,9026975,-1.03941,-75.46539,Rio Yasuni,Orellana,ORELLANA,AGUARICO,R0
893,9026977,-1.01034,-79.18645,Rio Calope,Cotopaxi y,COTOPAXI,PANGUA,R0
894,9026978,-1.03223,-76.07019,,Orellana,ORELLANA,AGUARICO,R0
895,9026986,-1.07684,-78.09243,Rio Mulato,Napo,NAPO,TENA,R0
896,9026987,-1.08068,-79.3099,Rio Jallig,Cotopaxi,COTOPAXI,PANGUA,R0
897,9026988,-1.07187,-78.14385,Rio Mulato,Napo,NAPO,TENA,R0
898,9026989,-1.07125,-78.02236,Rio Mulato,Napo,NAPO,TENA,R0
899,9026992,-1.08112,-76.0012,,Orellana,ORELLANA,AGUARICO,R0
900,9027000,-1.07649,-77.85978,Rio Jatuny,Napo,NAPO,TENA,R0
901,9027006,-1.03787,-80.72427,Rio Manta,Manabi,MANABI,MONTECRIST,R0
902,9027019,-1.07527,-77.95663,Rio Jatuny,Napo,NAPO,TENA,R0
903,9027022,-1.07043,-78.46567,Rio Yanaya,Cotopaxi y,COTOPAXI,SALCEDO,R0
904,9027030,-1.07701,-77.54425,Rio Gusano,Napo,NAPO,TENA,R0
905,9027043,-1.08553,-78.56711,Rio Cutuch,Cotopaxi y,COTOPAXI,SALCEDO,R0
906,9027044,-1.07107,-75.65127,,Orellana,ORELLANA,AGUARICO,R0
907,9027065,-1.08941,-78.20968,Rio Parcay,Napo,NAPO,TENA,R0
908,9027087,-1.09835,-78.11885,Rio Negroy,Napo,NAPO,TENA,R0
909,9027101,-1.1121,-78.57678,Quebrada G,Cotopaxi,COTOPAXI,SALCEDO,R0
910,9027115,-1.0909,-79.3788,Rio Chipe,Los Rios,LOS RIOS,QUINSALOMA,R0
911,9027121,-1.10759,-79.36249,,Los Rios,LOS RIOS,QUINSALOMA,R0
912,9027122,-1.103,-77.59576,Rio Arajun,Napo,NAPO,TENA,R0
913,9027129,-1.10427,-79.00685,Rio San Fr,Cotopaxi,COTOPAXI,PANGUA,R0
914,9027142,-1.10786,-75.9392,,Orellana,ORELLANA,AGUARICO,R0
915,9027148,-1.1044,-79.3303,Rio Calope,Los Rios,LOS RIOS,QUINSALOMA,R0
916,9027149,-1.13166,-79.34013,,Los Rios,LOS RIOS,QUINSALOMA,R0
917,9027157,-1.13042,-78.95999,Rio Lllall,Cotopaxi,COTOPAXI,PUJILI,R0
918,9027160,-1.09882,-79.86823,Rio Daule,Guayas y M,MANABI,PICHINCHA,R0
919,9027163,-1.13354,-79.37088,Rio Chipe,Los Rios,LOS RIOS,VENTANAS,R0
920,9027164,-1.13747,-79.35438,Rio Calope,Los Rios,LOS RIOS,QUINSALOMA,R0
921,9027193,-1.12814,-77.9609,Rio Ilocul,Napo,NAPO,CARLOS JUL,R0
922,9027209,-1.145,-79.93968,Rio Tigre,Guayas y M,MANABI,PICHINCHA,R0
923,9027231,-1.11373,-76.97422,,Orellana y,PASTAZA,ARAJUNO,R0
924,9027256,-1.11567,-76.52031,Rio Conona,Orellana y,ORELLANA,AGUARICO,R0
925,9027275,-1.06765,-80.43613,Rio Portov,Manabi,MANABI,PORTOVIEJO,R0
926,9027280,-1.13349,-76.1153,,Orellana,ORELLANA,AGUARICO,R0
927,9027281,-1.1722,-75.35661,,,,,R0
928,9027292,-1.17156,-76.89851,,Pastaza,PASTAZA,ARAJUNO,R0
929,9027307,-1.13249,-77.70844,Rio Puni,Napo,NAPO,TENA,R0
930,9027310,-1.1102,-76.72654,Rio Shirip,Orellana,PASTAZA,ARAJUNO,R0
931,9027383,-1.20304,-80.15284,Rio Chirim,Manabi,MANABI,SANTA ANA,R0
932,9027384,-1.15022,-79.14787,Rio Angama,Cotopaxi,COTOPAXI,PANGUA,R0
933,9027387,-1.14029,-80.24725,Rio Portov,Manabi,MANABI,SANTA ANA,R0
934,9027406,-1.19829,-80.36937,,Manabi,MANABI,SANTA ANA,R0
935,9027412,-1.17625,-79.13322,Rio Sinde,Bolivar y,BOLIVAR,GUARANDA,R0
936,9027415,-1.19374,-80.40195,Rio Lodana,Manabi,MANABI,SANTA ANA,R0
937,9027427,-1.17275,-77.25709,Rio Tzapin,Pastaza,PASTAZA,ARAJUNO,R0
938,9027428,-1.21586,-78.98809,Rio Jinamb,Bolivar y,COTOPAXI,PANGUA,R0
939,9027447,-1.18749,-76.7749,Rio Tigino,Pastaza,PASTAZA,ARAJUNO,R0
940,9027451,-1.21559,-80.1701,Rio La Can,Manabi,MANABI,SANTA ANA,R0
941,9027457,-1.21739,-80.33957,Estero Vis,Manabi,MANABI,SANTA ANA,R0
942,9027474,-1.17256,-78.56235,Rio Cutuch,Tungurahua,TUNGURAHUA,SANTIAGO DOMINGO,R0
943,9027476,-1.18227,-80.77734,Rio Salado,Manabi,MANABI,MONTECRIST,R0
944,9027480,-1.17338,-77.67412,Rio Arajun,Napo,PASTAZA,ARAJUNO,R0
945,9027492,-1.23332,-78.54393,Rio Ambato,Tungurahua,TUNGURAHUA,AMBATO,R0
946,9027493,-1.22844,-76.73854,Rio Patabu,Pastaza,PASTAZA,ARAJUNO,R0
947,9027500,-1.14573,-77.84413,Rio Ansu,Napo,NAPO,CARLOS JUL,R0
948,9027503,-1.21805,-76.38302,Rio Tiri,Orellana,ORELLANA,AGUARICO,R0
949,9027510,-1.23691,-76.40118,Rio Aurino,Orellana,ORELLANA,AGUARICO,R0
950,9027516,-1.22506,-77.95348,Rio Piatua,Napo y Pas,PASTAZA,SANTA CLARA,R0
951,9027522,-1.22943,-77.14027,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
952,9027523,-1.17902,-75.63552,,Orellana,ORELLANA,AGUARICO,R0
953,9027549,-1.23797,-76.15674,,Orellana,ORELLANA,AGUARICO,R0
954,9027556,-1.24745,-77.88501,Rio Ansu,Pastaza,PASTAZA,SANTA CLARA,R0
955,9027557,-1.21863,-76.49874,,Orellana y,PASTAZA,ARAJUNO,R0
956,9027561,-1.25044,-76.16554,,Orellana,ORELLANA,AGUARICO,R0
957,9027574,-1.24054,-78.99276,Rio Simiat,Bolivar,BOLIVAR,GUARANDA,R0
958,9027575,-1.25846,-77.89272,Rio Llandi,Pastaza,PASTAZA,SANTA CLARA,R0
959,9027590,-1.25426,-78.68708,Rio Alajua,Tungurahua,TUNGURAHUA,AMBATO,R0
960,9027591,-1.24465,-78.60819,Rio Ambato,Tungurahua,TUNGURAHUA,AMBATO,R0
961,9027598,-1.24153,-80.42032,Rio Sucre,Manabi,MANABI,24 DE MAYO,R0
962,9027599,-1.25243,-76.38882,Rio Aurino,Orellana,ORELLANA,AGUARICO,R0
963,9027605,-1.2053,-79.90804,Rio Daule,Guayas,GUAYAS,BALZAR,R0
964,9027606,-1.20617,-79.84759,Estero Los,Guayas,GUAYAS,BALZAR,R0
965,9027609,-1.26833,-79.88833,,Guayas,GUAYAS,BALZAR,R0
966,9027610,-1.1631,-79.77972,Rio Congo,Guayas,GUAYAS,BALZAR,R0
967,9027613,-1.23037,-77.31193,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
968,9027614,-1.26294,-76.42591,Rio Conona,Orellana y,ORELLANA,AGUARICO,R0
969,9027626,-1.25258,-77.71591,Rio Huapun,Pastaza,PASTAZA,ARAJUNO,R0
970,9027630,-1.22438,-80.69889,Rio Siete,Manabi,MANABI,JIPIJAPA,R0
971,9027632,-1.27496,-77.96386,Rio Chonta,Pastaza,PASTAZA,MERA,R0
972,9027633,-1.25976,-77.92871,Rio Anzu,Pastaza,PASTAZA,SANTA CLARA,R0
973,9027634,-1.26596,-76.14024,Rio Bameno,Orellana,ORELLANA,AGUARICO,R0
974,9027638,-1.24014,-80.44741,Estero Nar,Manabi,MANABI,24 DE MAYO,R0
975,9027639,-1.2542,-77.29549,,Pastaza,PASTAZA,ARAJUNO,R0
976,9027640,-1.25803,-77.15797,Rio Tigeno,Pastaza,PASTAZA,ARAJUNO,R0
977,9027645,-1.2489,-76.60541,Rio Tigino,Pastaza,PASTAZA,ARAJUNO,R0
978,9027646,-1.26913,-76.48427,Rio Tigino,Pastaza,PASTAZA,ARAJUNO,R0
979,9027651,-1.26672,-78.82593,Rio Calama,Tungurahua,TUNGURAHUA,AMBATO,R0
980,9027661,-1.28055,-78.74426,Rio Ambato,Tungurahua,TUNGURAHUA,AMBATO,R0
981,9027676,-1.28493,-77.24479,,Pastaza,PASTAZA,ARAJUNO,R0
982,9027699,-1.29312,-76.24292,,Orellana,ORELLANA,AGUARICO,R0
983,9027713,-1.23692,-79.32564,Rio Umbe,Bolivar y,BOLIVAR,LAS NAVES,R0
984,9027714,-1.28506,-77.46919,Rio Anangu,Pastaza,PASTAZA,ARAJUNO,R0
985,9027719,-1.291,-76.18717,Rio Conona,Orellana y,PASTAZA,ARAJUNO,R0
986,9027749,-1.29576,-77.59825,Rio Oglan,Pastaza,PASTAZA,ARAJUNO,R0
987,9027750,-1.284,-77.52411,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
988,9027755,-1.29089,-76.34233,Rio Conona,Orellana,ORELLANA,AGUARICO,R0
989,9027756,-1.30026,-76.26093,,Orellana y,PASTAZA,ARAJUNO,R0
990,9027762,-1.2669,-79.21989,Rio Suquib,Bolivar,BOLIVAR,GUARANDA,R0
991,9027782,-1.15758,-77.29065,Rio Nushin,Pastaza,PASTAZA,ARAJUNO,R0
992,9027798,-1.25604,-78.22586,Rio Topo,Tungurahua,TUNGURAHUA,BAÑOS,R0
993,9027799,-1.2839,-78.18509,Rio Negro,Tungurahua,TUNGURAHUA,BAÑOS,R0
994,9027805,-1.31302,-75.61822,,Orellana,ORELLANA,AGUARICO,R0
995,9027810,-1.28888,-77.06683,,Pastaza,PASTAZA,ARAJUNO,R0
996,9027811,-1.32309,-77.01001,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
997,9027833,-1.32283,-76.99459,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
998,9027834,-1.32965,-75.64033,,Orellana,ORELLANA,AGUARICO,R0
999,9027841,-1.23415,-80.01605,Rio Pucon,Guayas y M,MANABI,SANTA ANA,R0
1000,9027842,-1.31732,-77.14324,Rio Chalhu,Pastaza,PASTAZA,ARAJUNO,R0
1001,9027857,-1.29435,-79.67452,,Los Rios,LOS RIOS,PALENQUE,R0
1002,9027858,-1.29736,-79.63595,Estero Las,Los Rios,LOS RIOS,PALENQUE,R0
1003,9027874,-1.29362,-80.01847,Rio Chicom,Guayas y M,GUAYAS,BALZAR,R0
1004,9027875,-1.32323,-76.69239,Rio Cunchi,Pastaza,PASTAZA,ARAJUNO,R0
1005,9027876,-1.32834,-76.32404,Rio Careno,Pastaza,PASTAZA,ARAJUNO,R0
1006,9027888,-1.34391,-79.94013,,Guayas,GUAYAS,BALZAR,R0
1007,9027899,-1.27702,-77.77456,Rio Arajun,Pastaza,PASTAZA,ARAJUNO,R0
1008,9027907,-1.18644,-79.71024,Rio Macul,Guayas y L,LOS RIOS,PALENQUE,R0
1009,9027908,-1.35396,-77.83289,Rio Shanca,Pastaza,PASTAZA,SANTA CLARA,R0
1010,9027916,-1.34489,-79.91755,,Guayas,GUAYAS,BALZAR,R0
1011,9027917,-1.3165,-79.89421,Rio Daule,Guayas,GUAYAS,BALZAR,R0
1012,9027918,-1.28397,-79.72972,Rio Maculi,Los Rios,LOS RIOS,PALENQUE,R0
1013,9027932,-1.25275,-79.40028,Rio Calabi,Los Rios,LOS RIOS,QUINSALOMA,R0
1014,9027933,-1.32896,-79.3873,Rio Umba,Los Rios,LOS RIOS,VENTANAS,R0
1015,9027934,-1.3358,-77.60259,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
1016,9027959,-1.32385,-75.54319,,Orellana,ORELLANA,AGUARICO,R0
1017,9027968,-1.36708,-79.40375,Rio Zapota,Los Rios,LOS RIOS,VENTANAS,R0
1018,9027969,-1.35606,-79.32905,Rio Runaya,Bolivar,LOS RIOS,VENTANAS,R0
1019,9027974,-1.32334,-77.98802,Rio Ansu,Pastaza,PASTAZA,PASTAZA,R0
1020,9027975,-1.35546,-75.58627,,Orellana,ORELLANA,AGUARICO,R0
1021,9027985,-1.35695,-79.70499,Estero Pen,Los Rios,LOS RIOS,PALENQUE,R0
1022,9027991,-1.19134,-79.52255,Rio Queved,Los Rios,LOS RIOS,MOCACHE,R0
1023,9027996,-1.35578,-76.96792,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
1024,9028008,-1.36992,-77.82785,Rio Arajun,Pastaza,PASTAZA,PASTAZA,R0
1025,9028019,-1.3288,-78.85576,Rio Ambato,Tungurahua,TUNGURAHUA,AMBATO,R0
1026,9028021,-1.37055,-80.67815,Rio Jipija,Manabi,MANABI,JIPIJAPA,R0
1027,9028041,-1.33102,-78.40102,Rio Muyo,Tungurahua,TUNGURAHUA,BAÑOS,R0
1028,9028062,-1.37907,-80.26644,Rio Calvo,Manabi,MANABI,OLMEDO,R0
1029,9028082,-1.3836,-77.17842,Rio Mander,Pastaza,PASTAZA,ARAJUNO,R0
1030,9028083,-1.39462,-76.96649,Rio Villan,Pastaza,PASTAZA,ARAJUNO,R0
1031,9028087,-1.31829,-78.50578,Rio Patate,Tungurahua,TUNGURAHUA,PATATE,R0
1032,9028088,-1.36366,-78.31028,Rio Verde,Tungurahua,TUNGURAHUA,BAÑOS,R0
1033,9028091,-1.39504,-78.43129,Rio Pastaz,Tungurahua,TUNGURAHUA,BAÑOS,R0
1034,9028095,-1.40195,-78.34474,Rio Pastaz,Tungurahua,TUNGURAHUA,BAÑOS,R0
1035,9028099,-1.37128,-78.21039,Rio Topo,Tungurahua,TUNGURAHUA,BAÑOS,R0
1036,9028100,-1.41042,-78.18917,Rio Pastaz,Tungurahua,TUNGURAHUA,BAÑOS,R0
1037,9028101,-1.40502,-78.18734,Rio Zunac,Tungurahua,TUNGURAHUA,BAÑOS,R0
1038,9028107,-1.33163,-79.44276,Rio Lechug,Los Rios,LOS RIOS,VENTANAS,R0
1039,9028108,-1.391,-79.42116,Rio Zapota,Los Rios,LOS RIOS,VENTANAS,R0
1040,9028109,-1.38869,-75.53237,,Orellana,ORELLANA,AGUARICO,R0
1041,9028110,-1.40658,-75.51701,,Orellana,ORELLANA,AGUARICO,R0
1042,9028124,-1.35756,-80.09419,Rio Puca,Guayas y M,GUAYAS,BALZAR,R0
1043,9028125,-1.4112,-78.24681,Rio Pastaz,Tungurahua,TUNGURAHUA,BAÑOS,R0
1044,9028134,-1.40481,-80.274,Rio Los Li,Manabi,MANABI,24 DE MAYO,R0
1045,9028135,-1.4091,-80.2467,Rio Calvo,Manabi,MANABI,OLMEDO,R0
1046,9028150,-1.40537,-79.19951,Rio Soloma,Bolivar,BOLIVAR,GUARANDA,R0
1047,9028155,-1.40424,-77.08665,,Pastaza,PASTAZA,ARAJUNO,R0
1048,9028171,-1.40287,-76.89088,,Pastaza,PASTAZA,ARAJUNO,R0
1049,9028185,-1.42045,-79.44048,Rio Zapota,Los Rios,LOS RIOS,VENTANAS,R0
1050,9028199,-1.42579,-76.81042,Rio Curara,Pastaza,PASTAZA,PASTAZA,R0
1051,9028226,-1.34683,-78.60399,Rio Quero,Tungurahua,TUNGURAHUA,CEVALLOS,R0
1052,9028236,-1.43696,-76.75786,Rio Curara,Pastaza,PASTAZA,PASTAZA,R0
1053,9028237,-1.43587,-76.02242,Rio Ashmah,Pastaza,PASTAZA,ARAJUNO,R0
1054,9028238,-1.42096,-75.98197,,Pastaza,PASTAZA,ARAJUNO,R0
1055,9028271,-1.43337,-79.33396,Rio Soloma,Bolivar,LOS RIOS,VENTANAS,R0
1056,9028310,-1.45679,-76.97198,,Pastaza,PASTAZA,PASTAZA,R0
1057,9028317,-1.45033,-76.89057,,Pastaza,PASTAZA,PASTAZA,R0
1058,9028329,-1.4525,-80.0394,,Guayas,GUAYAS,COLIMES,R0
1059,9028332,-1.47431,-80.05968,,Guayas,GUAYAS,COLIMES,R0
1060,9028337,-1.45955,-76.75283,Rio Papaya,Pastaza,PASTAZA,PASTAZA,R0
1061,9028339,-1.45666,-77.33977,Rio Callan,Pastaza,PASTAZA,ARAJUNO,R0
1062,9028340,-1.47027,-76.95631,,Pastaza,PASTAZA,PASTAZA,R0
1063,9028345,-1.4569,-79.20366,Rio Limon,Bolivar,BOLIVAR,GUARANDA,R0
1064,9028349,-1.44754,-77.12233,,Pastaza,PASTAZA,PASTAZA,R0
1065,9028382,-1.41728,-79.85197,Rio Macul,Guayas y L,LOS RIOS,PALENQUE,R0
1066,9028383,-1.47624,-79.8605,Rio Bobo,Los Rios,LOS RIOS,VINCES,R0
1067,9028409,-1.47162,-77.4206,Rio Lliqui,Pastaza,PASTAZA,ARAJUNO,R0
1068,9028419,-1.47447,-75.9474,,Pastaza,PASTAZA,ARAJUNO,R0
1069,9028435,-1.46475,-76.67735,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
1070,9028442,-1.46676,-79.45085,,Los Rios,LOS RIOS,VENTANAS,R0
1071,9028443,-1.48489,-79.39253,Rio Las Pi,Bolivar y,LOS RIOS,VENTANAS,R0
1072,9028461,-1.47852,-76.0784,Rio Indill,Pastaza,PASTAZA,ARAJUNO,R0
1073,9028467,-1.48853,-77.52979,Rio Villan,Pastaza,PASTAZA,ARAJUNO,R0
1074,9028474,-1.50181,-77.2883,,Pastaza,PASTAZA,ARAJUNO,R0
1075,9028483,-1.45813,-78.50409,Rio Chambo,Chimborazo,CHIMBORAZO,PENIPE,R0
1076,9028504,-1.50589,-76.57245,Rio Curara,Pastaza,PASTAZA,PASTAZA,R0
1077,9028508,-1.525,-76.53917,,Pastaza,PASTAZA,PASTAZA,R0
1078,9028509,-1.50395,-80.0497,Estero Seq,Guayas,GUAYAS,COLIMES,R0
1079,9028521,-1.52646,-80.02374,Rio Pajan,Guayas,GUAYAS,COLIMES,R0
1080,9028526,-1.5259,-76.54735,,Pastaza,PASTAZA,PASTAZA,R0
1081,9028527,-1.52839,-76.54259,,Pastaza,PASTAZA,PASTAZA,R0
1082,9028529,-1.47086,-80.32835,Rio Guinea,Manabi,MANABI,24 DE MAYO,R0
1083,9028553,-1.51282,-80.70256,Rio Julcuy,Manabi,MANABI,JIPIJAPA,R0
1084,9028567,-1.47406,-79.95099,Rio Daule,Guayas,GUAYAS,BALZAR,R0
1085,9028579,-1.5143,-76.92408,Rio Namoya,Pastaza,PASTAZA,PASTAZA,R0
1086,9028581,-1.3858,-75.84821,Rio Conona,Orellana y,PASTAZA,ARAJUNO,R0
1087,9028594,-1.51156,-75.77816,,Pastaza,PASTAZA,ARAJUNO,R0
1088,9028651,-1.52923,-78.44743,Rio Puela,Chimborazo,CHIMBORAZO,PENIPE,R0
1089,9028664,-1.54353,-76.6476,Rio Maraym,Pastaza,PASTAZA,PASTAZA,R0
1090,9028671,-1.54906,-80.20126,Rio Lascan,Guayas,MANABI,PAJAN,R0
1091,9028676,-1.53385,-79.86993,,Guayas y L,LOS RIOS,VINCES,R0
1092,9028677,-1.5711,-79.84947,,Los Rios,LOS RIOS,VINCES,R0
1093,9028682,-1.54104,-75.85242,Rio Ashmah,Pastaza,PASTAZA,ARAJUNO,R0
1094,9028702,-1.56403,-79.20134,Rio Tablas,Bolivar,BOLIVAR,CALUMA,R0
1095,9028709,-1.56231,-80.10256,Rio Lascan,Guayas,GUAYAS,COLIMES,R0
1096,9028715,-1.57662,-75.73634,,Pastaza,PASTAZA,ARAJUNO,R0
1097,9028719,-1.58201,-79.18072,Rio Escale,Bolivar,BOLIVAR,CALUMA,R0
1098,9028743,-1.56397,-79.38582,Rio Salamp,Los Rios,LOS RIOS,URDANETA,R0
1099,9028744,-1.58821,-79.39076,Rio Potosi,Los Rios,LOS RIOS,URDANETA,R0
1100,9028757,-1.5774,-75.6017,,,,,R0
1101,9028762,-1.56018,-78.53472,Rio Chambo,Chimborazo,CHIMBORAZO,GUANO,R0
1102,9028766,-1.521,-80.43638,Rio Pajan,Manabi,MANABI,PAJAN,R0
1103,9028767,-1.58893,-75.66046,,Pastaza,PASTAZA,PASTAZA,R0
1104,9028782,-1.56172,-76.01935,Rio Balata,Pastaza,PASTAZA,ARAJUNO,R0
1105,9028791,-1.55663,-79.45139,Rio Las Pi,Los Rios,LOS RIOS,URDANETA,R0
1106,9028797,-1.60302,-79.42596,Rio Pijull,Los Rios,LOS RIOS,URDANETA,R0
1107,9028811,-1.51649,-79.0244,Rio Salina,Bolivar,BOLIVAR,GUARANDA,R0
1108,9028812,-1.55333,-78.96924,Rio Guaran,Bolivar,BOLIVAR,GUARANDA,R0
1109,9028814,-1.60819,-76.94083,,Pastaza,PASTAZA,PASTAZA,R0
1110,9028824,-1.615,-79.00167,Rio Chimbo,Bolivar,BOLIVAR,GUARANDA,R0
1111,9028825,-1.60938,-78.94864,Rio La Esp,Bolivar,BOLIVAR,GUARANDA,R0
1112,9028833,-1.60468,-75.69892,,Pastaza,PASTAZA,ARAJUNO,R0
1113,9028839,-1.6024,-78.09513,Rio Cuyuim,Morona San,MORONA SANTIAGO,PALORA,R0
1114,9028845,-1.6097,-76.86395,Rio Pintoy,Pastaza,PASTAZA,PASTAZA,R0
1115,9028858,-1.62112,-76.98984,Rio Namoya,Pastaza,PASTAZA,PASTAZA,R0
1116,9028859,-1.6194,-76.94234,,Pastaza,PASTAZA,PASTAZA,R0
1117,9028865,-1.5745,-76.38757,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
1118,9028882,-1.60108,-78.65751,Rio Guano,Chimborazo,CHIMBORAZO,GUANO,R0
1119,9028883,-1.5162,-76.26556,Rio Yanaya,Pastaza,PASTAZA,ARAJUNO,R0
1120,9028884,-1.6162,-76.01794,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
1121,9028896,-1.63576,-78.59948,,Chimborazo,CHIMBORAZO,GUANO,R0
1122,9028897,-1.63059,-77.03996,,Pastaza,PASTAZA,PASTAZA,R0
1123,9028900,-1.63487,-80.01649,,Guayas,GUAYAS,COLIMES,R0
1124,9028901,-1.59434,-79.99606,Rio Daule,Guayas,GUAYAS,COLIMES,R0
1125,9028908,-1.56852,-78.20927,Rio Las Ju,Morona San,MORONA SANTIAGO,PALORA,R0
1126,9028911,-1.63455,-76.98537,Rio Pintoy,Pastaza,PASTAZA,PASTAZA,R0
1127,9028916,-1.63175,-78.11375,Rio Llushi,Morona San,MORONA SANTIAGO,PALORA,R0
1128,9028921,-1.52001,-79.64169,Rio Abas,Los Rios,LOS RIOS,BABA,R0
1129,9028922,-1.56184,-79.56911,Estero Hed,Los Rios,LOS RIOS,PUEBLOVIEJ,R0
1130,9028925,-1.63919,-76.82555,Rio Guayus,Pastaza,PASTAZA,PASTAZA,R0
1131,9028926,-1.63869,-76.26141,Quebrada N,Pastaza,PASTAZA,PASTAZA,R0
1132,9028940,-1.62474,-78.55952,Rio Chambo,Chimborazo,CHIMBORAZO,GUANO,R0
1133,9028941,-1.64217,-76.0511,Rio Curara,Pastaza,PASTAZA,ARAJUNO,R0
1134,9028945,-1.64222,-78.58672,Rio Guano,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1135,9028949,-1.64262,-77.0724,,Pastaza,PASTAZA,PASTAZA,R0
1136,9028961,-1.64875,-78.15987,,Morona San,MORONA SANTIAGO,PALORA,R0
1137,9028966,-1.62816,-80.46096,Rio De Gom,Manabi,MANABI,PAJAN,R0
1138,9028971,-1.63718,-77.95235,,Pastaza,PASTAZA,MERA,R0
1139,9028972,-1.56016,-77.94378,Rio Puyo,Pastaza,PASTAZA,PASTAZA,R0
1140,9028974,-1.65557,-77.92816,,Morona San,PASTAZA,MERA,R0
1141,9028975,-1.62154,-78.51916,Rio Blanco,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1142,9028976,-1.64074,-75.75688,,Pastaza,PASTAZA,ARAJUNO,R0
1143,9028982,-1.61728,-80.28286,Rio Pajan,Guayas y M,MANABI,PAJAN,R0
1144,9028984,-1.61299,-78.78466,Rio Chimbo,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1145,9029003,-1.64164,-78.07537,Rio Llushi,Morona San,MORONA SANTIAGO,PALORA,R0
1146,9029004,-1.63223,-79.47022,,Los Rios,LOS RIOS,URDANETA,R0
1147,9029005,-1.63443,-79.45183,,Los Rios,LOS RIOS,URDANETA,R0
1148,9029018,-1.66047,-78.0518,Rio Chuya,Morona San,MORONA SANTIAGO,PALORA,R0
1149,9029023,-1.66873,-78.03054,,Morona San,MORONA SANTIAGO,PALORA,R0
1150,9029024,-1.52291,-78.0924,Rio Pastaz,Morona San,MORONA SANTIAGO,PALORA,R0
1151,9029030,-1.66229,-80.75824,Rio Blanco,Manabi,MANABI,PUERTO LOP,R0
1152,9029044,-1.6337,-80.65203,Rio Pinas,Manabi,MANABI,JIPIJAPA,R0
1153,9029045,-1.67182,-80.65445,Rio Ayampe,Manabi y S,MANABI,JIPIJAPA,R0
1154,9029055,-1.66844,-77.98008,Rio Pastaz,Pastaza,PASTAZA,MERA,R0
1155,9029056,-1.66629,-77.91578,,Morona San,MORONA SANTIAGO,PALORA,R0
1156,9029059,-1.64228,-75.88523,,Pastaza,PASTAZA,ARAJUNO,R0
1157,9029060,-1.64784,-75.69761,,Pastaza,PASTAZA,PASTAZA,R0
1158,9029067,-1.66608,-76.05943,Rio Aymo,Pastaza,PASTAZA,PASTAZA,R0
1159,9029068,-1.67614,-80.78575,Rio Ayampe,Manabi,MANABI,PUERTO LOP,R0
1160,9029072,-1.65664,-76.32482,,Pastaza,PASTAZA,PASTAZA,R0
1161,9029083,-1.65124,-79.00552,Rio Chimbo,Bolivar,BOLIVAR,GUARANDA,R0
1162,9029084,-1.67777,-77.92397,,Morona San,MORONA SANTIAGO,PALORA,R0
1163,9029087,-1.67643,-80.71173,Rio Ayampe,Manabi y S,SANTA ELENA,SANTA ELENA,R0
1164,9029102,-1.59784,-77.69697,Rio Bobona,Pastaza,PASTAZA,PASTAZA,R0
1165,9029110,-1.6809,-78.97789,Rio San Lo,Bolivar,BOLIVAR,GUARANDA,R0
1166,9029138,-1.67076,-80.59493,Rio Ayampe,Manabi,MANABI,JIPIJAPA,R0
1167,9029139,-1.68414,-80.64035,Rio Chico,Manabi,MANABI,JIPIJAPA,R0
1168,9029147,-1.6829,-79.45771,,Los Rios,LOS RIOS,BABAHOYO,R0
1169,9029153,-1.65027,-76.15925,Rio Curara,Pastaza,PASTAZA,PASTAZA,R0
1170,9029155,-1.6444,-76.72259,Rio Pintoy,Pastaza,PASTAZA,PASTAZA,R0
1171,9029160,-1.67486,-76.27692,,Pastaza,PASTAZA,PASTAZA,R0
1172,9029165,-1.65408,-79.34065,Rio Caluma,Bolivar,LOS RIOS,BABAHOYO,R0
1173,9029200,-1.68173,-78.59812,Rio Chambo,Chimborazo,CHIMBORAZO,RIOBAMBA,R0
1174,9029201,-1.70888,-76.70012,,Pastaza,PASTAZA,PASTAZA,R0
1175,9029202,-1.71121,-76.66929,Rio Suyaya,Pastaza,PASTAZA,PASTAZA,R0
1176,9029208,-1.68939,-78.77077,Rio Sicalp,Chimborazo,CHIMBORAZO,COLTA,R0
1177,9029221,-1.68307,-80.00903,Rio Daule,Guayas,GUAYAS,SANTA LUCIA,R0
